PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;KODHN;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
3021;48018303;Andrena wilkella;;Blanokøídlí;Mokrejš Martin;20190622;20190622;;7180242;Nová Seninka;5767;Nová Seninka;-563086;-1051088;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;1;0;jedinci;;;;0;Andrena ze skupiny ovatula, asi wilkella;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20200104
3022;48017965;Andrena nitida;;Blanokøídlí;Mokrejš Martin;20190526;20190526;;7180043;Kunèice pod Králickım Snìníkem - Na vrbovce;5867;Kunèice pod Králickım Snìníkem;-562893;-1052882;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;1;0;jedinci;;;;0;;;Nádherné, mateøídouška, pupava, krásnı a øídkı trávník. Pravdìpodobnì vratièky, horní (SV èást) lehce ruderalizuje, vıchodní èást blí k obci u dostala zabrat (neseká se, neb tam pøekáí starı lyaøskı vlek).;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20200104
3023;48017962;Andrena ovatula;pískorypka bìlopruhá;Blanokøídlí;Mokrejš Martin;20190525;20190525;;7180040;Staré Mìsto pod Králickım Snìníkem;5867;Staré Mìsto pod Králickım Snìníkem;-561708;-1056077;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;1;0;jedinci;;;;0;Andrena sp. ze skupiny A. ovatula;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;DD;;;;0;20200104
3024;48017932;Andrena helvola;;Blanokøídlí;Mokrejš Martin;20190504;20190504;;7180027;Støíbrnice - Hájeèek;5867;Støíbrnice;-564331;-1053478;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20200103
3025;48017923;Andrena sp.;;Blanokøídlí;Mokrejš Martin;20190504;20190504;;7180025;Støíbrnice - Hájeèek;5867;Støíbrnice;-564355;-1053320;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;1;0;jedinci;;;;0;moná nitida;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20200103
3026;48017909;Andrena nitida;;Blanokøídlí;Mokrejš Martin;20190504;20190504;;7180024;Støíbrnice - Hájeèek;5867;Støíbrnice;-564377;-1053346;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20200103
3027;48017908;Andrena gravida;;Blanokøídlí;Mokrejš Martin;20190504;20190504;;7180022;Støíbrnice - Hájeèek;5867;Støíbrnice;-564375;-1053318;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20200103
3028;48017907;Andrena nitida;;Blanokøídlí;Mokrejš Martin;20190504;20190504;;7180022;Støíbrnice - Hájeèek;5867;Støíbrnice;-564375;-1053318;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20200103
3029;48017895;Andrena gravida;;Blanokøídlí;Mokrejš Martin;20190504;20190504;;7180021;Støíbrnice - Hájeèek;5867;Støíbrnice;-564328;-1053447;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20200103
3030;48017859;Andrena carantonica;;Blanokøídlí;Mokrejš Martin;20190502;20190502;;7180015;Støíbrnice - Hájeèek;5867;Støíbrnice;-564363;-1053556;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20200103
