PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;KODHN;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
3055;47993601;Andrena sp.;;Blanokøídlí;Mokrejš Martin;20190527;20190527;;7173961;Nová Seninka;5767;Nová Seninka;-563085;-1051085;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;;0;hnízda;;;;0;Ani rodové urèení nemusí bıt správné, jde mi jen o evidenci hnízd.;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20191216
3056;47993598;Andrena sp.;;Blanokøídlí;Mokrejš Martin;20190527;20190527;;7173960;Nová Seninka;5767;Nová Seninka;-563086;-1051084;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;;0;hnízda;;;;0;Ani rodové urèení nemusí bıt správné, jde mi jen o evidenci hnízd.;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20191216
3057;47993597;Andrena sp.;;Blanokøídlí;Mokrejš Martin;20190527;20190527;;7173959;Nová Seninka;5767;Nová Seninka;-563101;-1051091;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;;0;hnízda;;;;0;Ani rodové urèení nemusí bıt správné, jde mi jen o evidenci hnízd.;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20191216
3058;47723979;Andrena rosae;pískorypka nachová;Blanokøídlí;Koïousek Václav;20190805;20190805;;7070666;Turnov;5456;Dalimìøice;-683363.51;-993748.7;KOÏOUSEK V. (2019) Terénní zápisky - náhodná pozorování.;0;1;0;jedinci;;;;0;det. P. Bogush;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;1;;;Garantováno;;;;CR;;;;20;20191022;20191222;25501
3059;47723977;Andrena hattorfiana;pískorypka chrastavcová;Blanokøídlí;Koïousek Václav;20190620;20190620;;7070662;Klokoèí;5357;Klokoèí u Turnova;-679349.94;-993256.65;KOÏOUSEK V. (2019) Terénní zápisky - náhodná pozorování.;0;;0;;1-10;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;1;;;Garantováno;;;;EN;;;;20;20191022
3060;47723976;Andrena hattorfiana;pískorypka chrastavcová;Blanokøídlí;Koïousek Václav;20190701;20190701;;7070661;Kaškovice;5356;Frıdštejn;-683622.76;-989446.25;KOÏOUSEK V. (2019) Terénní zápisky - náhodná pozorování.;0;1;0;jedinci;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;1;;;Garantováno;;;;EN;;;;10;20191022
3061;47723975;Andrena hattorfiana;pískorypka chrastavcová;Blanokøídlí;Koïousek Václav;20190617;20190617;;7070660;Ohrazenice;5356;Ohrazenice u Turnova;-684717.93;-992818.75;KOÏOUSEK V. (2019) Terénní zápisky - náhodná pozorování.;0;8;0;jedinci;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;1;;;Garantováno;;;;EN;;;;15;20191022
3062;47723972;Andrena hattorfiana;pískorypka chrastavcová;Blanokøídlí;Koïousek Václav;20190601;20190601;;7070659;Dolánky u Turnova;5356;Dalimìøice;-682710.22;-993237.64;KOÏOUSEK V. (2019) Terénní zápisky - náhodná pozorování.;0;10;0;jedinci;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;1;;;Garantováno;;;;EN;;;;10;20191022
3063;47723951;Andrena hattorfiana;pískorypka chrastavcová;Blanokøídlí;Koïousek Václav;20180606;20180606;;7070646;Ohrazenice - louka;5356;Ohrazenice u Turnova;-684735.63;-992817.61;KOÏOUSEK V. (2019) Terénní zápisky - náhodná pozorování.;0;3;0;jedinci;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;1;;;Garantováno;;;;EN;;;;15;20191022
3064;47639594;Andrena minutula;;Blanokøídlí;Vojar Jiøí, Èíek Oldøich;20170401;20170731;;7062311;erotín u Panenského Tınce - D7 obchvat obce;5749;erotín u Panenského Tınce;-774786;-1015543;Vojar Jiøí (2017) D7 Panenskı Tınec – zkapacitnìní obchvatu, biologickı prùzkum – souhrnná zpráva.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Maèát Zdenìk;0;;;;;;;;;;;1047;20190926
3065;47639593;Andrena flavipes;;Blanokøídlí;Vojar Jiøí, Èíek Oldøich;20170401;20170731;;7062311;erotín u Panenského Tınce - D7 obchvat obce;5749;erotín u Panenského Tınce;-774786;-1015543;Vojar Jiøí (2017) D7 Panenskı Tınec – zkapacitnìní obchvatu, biologickı prùzkum – souhrnná zpráva.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Maèát Zdenìk;0;;;;;;;;;;;1047;20190926
3066;46661985;Andrena agilissima;pískorypka modrolesklá;Blanokøídlí;Gajdošová Pavla;20190613;20190613;;6940824;Opoèno;5762;Opoèno pod Orlickımi horami;-620699.56;-1037621.49;RAŠKA J. (2019) Terénní zápisky - náhodná pozorování.;0;1;0;samice;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Raška Jan;0;vìrohodnı záznam;;Návrh validace;;;;VU;;;;1300;20190615;20190621;23546
3067;46609948;Andrena nitida;;Blanokøídlí;Krejèík Stanislav;20190423;20190423;;6914245;Støíbrnice - Hájeèek, 610 m n.m., svah nad mokøadem na parc. 789 v k.ú. Støíbrnice [757764];5867;Støíbrnice;-564544;-1053453;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;1;0;královny;;;;0;http://www.meloidae.com/cs/obrazky/41093/ http://www.meloidae.com/cs/obrazky/41094/;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;15;20190515;20200105;13837
3068;46609147;Andrena cineraria;;Blanokøídlí;Koïousek Václav;20190330;20190330;;6920356;Vazovecké údolí;5356;Malı Rohozec;-682902.58;-991707.04;KOÏOUSEK V. (2019) Terénní zápisky - náhodná pozorování.;0;2;0;jedinci;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;1;;;Garantováno;;;;;;;;10;20190515;20191215;25501
3069;46594388;Andrena gravida;;Blanokøídlí;Mokrejš Martin;20190422;20190422;;6914223;Støíbrnice - Hájeèek, 610 m n.m., svah nad mokøadem na parc. 789 v k.ú. Støíbrnice [757764];5867;Støíbrnice;-564502;-1053510;MOKREJŠ M., PETØÍK P., HLISNIKOVSKİ D., STRAKA J., BENEŠ J., BOHÁÈ O., KREJÈÍK S., JANOŠÍK L. (2019) Prùzkumné mapování lokalit na úpatí Králického Snìníku a Vrbenskıch rozsoch. ÈSOP: Ochrana biodiverzity.;0;1;0;královny;;;;0;Andrena gravida je velmi bìnı druh vyskytující se prakticky všude. Nic 'vzácného'. [J.S.];;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Mokrejš Martin;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20190505;20191122;14397
3070;46583972;Andrena fulva;;Blanokøídlí;Dedek Pavel;20190423;20190423;;6900930;NPR Dìvín, pracová cesta;7165;Pavlov u Dolních Vìstonic;-598255.71;-1197165.09;DEDEK P. (2019) Terénní zápisky - náhodná pozorování.;0;1;0;samice;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Dedek Pavel;0;vìrohodnı záznam;;Návrh validace;;;;;;;;8;20190427;20190426;1671
3071;46583833;Andrena fulva;;Blanokøídlí;Chobot Karel;20190426;20190426;;6900760;Komárkova;5952;Chodov;-739332.04;-1049295.98;CHOBOT K. (2019) Terénní zápisky - náhodná pozorování.;0;1;0;samice;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Chobot Karel;0;vìrohodnı záznam;;Návrh validace;;;;;;;;13;20190427;20190426;9
3072;46575169;Andrena fulva;;Blanokøídlí;Hlisnikovskı David;20190417;20190417;;6896005;Jezdkovice – Stìboøice;6072;Stìboøice;-504784.31;-1087841.92;HLISNIKOVSKİ D. (2019) Terénní zápisky - náhodná pozorování.;0;1;0;mrtvé samice;;;;0;cf., na cestì sraena vozem;;;;Mobilní sbìr dat;ND - Databáze BioLog;Hlisnikovskı David;0;vìrohodnı záznam;;Návrh validace;;;;;;;;10;20190419
3073;46575164;Andrena fulva;;Blanokøídlí;Hlisnikovskı David;20190417;20190417;;6895973;Jezdkovice, lesík na západì obce;6072;Stìboøice;-505328.51;-1089244.93;HLISNIKOVSKİ D. (2019) Terénní zápisky - náhodná pozorování.;0;1;0;samice;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Hlisnikovskı David;0;vìrohodnı záznam;;Návrh validace;;;;;;;;10;20190419;20190418;11497
3074;46570207;Andrena fulva;;Blanokøídlí;Holec Vladislav;20190405;20190405;;6891639;Olomouc, Olbrachtova;6469;Hejèín;-547994.03;-1120789.22;HOLEC V. (2019) Terénní zápisky - náhodná pozorování.;0;1;0;samice;;;;0;;;na rybízu;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Holec Vladislav;0;vìrohodnı záznam;;Návrh validace;;;;;;;;0;20190410
3075;46561635;Andrena fulva;;Blanokøídlí;Chobot Karel;20190407;20190407;;6889987;Únìtice, nad rybníkem;5852;Únìtice u Prahy;-746097.49;-1035471.41;CHOBOT K. (2019) Terénní zápisky - náhodná pozorování.;0;1;0;samice;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Chobot Karel;0;vìrohodnı záznam;;Návrh validace;;;;;;;;16;20190408;20190407;9
3076;46560028;Andrena labialis;pískorypka zrnitá;Blanokøídlí;Èíek Oldøich, Kadlec Tomáš, Plátek Michal, Èerná Ilona;20180401;20180701;;6888386;PR Opatovské zákopy;6859;Opatov na Moravì;-667999.21;-1152448.2;Svoboda Aleš a kol. (2018) Dokonèení implementace soustavy NATURA 2000 v Kraji Vysoèina - Niva Doubravy, Opatovské zákopy a Kamennı vrch - Podklady pro plán péèe.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Svoboda Aleš;0;;;;;;;NT;;;;0;20190405
3077;46549248;Andrena distinguenda;pískorypka kokošková;Blanokøídlí;Batelka J., Straka J.;20080405;20080405;;6882197;Pavlov env., Dìvín;7165;Pavlov u Dolních Vìstonic;-598866.78;-1197060.49;JÙZOVÁ K. (2012) Hostitelská specializace a druhová diverzita øásníkù rodu Stylops (Strepsiptera). Diplomová práce. Praha, Univerzita Karlova v Praze, Pøírodovìdecká fakulta, Katedra zoologie. 45 s., 4 tabulky.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;;;;;;;EN;;;;700;20190326;20190326;90
3078;46548784;Andrena carantonica;;Blanokøídlí;Lauterer P.;19930101;19951231;;5918922;Dolní Vìstonice;7165;Dolní Vìstonice;-599111;-1194439;LAUTERER P. (1996) Strepsiptera In: ROZKOŠNİ, R., VAÒHARA, J. (eds.) Terrestrial Invertebrates of the Pálava Biosphere Reserve of UNESCO, III. Folia facultatis scientiarum naturalium Universitatis Masarykiannae Brunensis. Biologia. 94. 609-611.;0;;0;;;;;0;;;Natural and supplementary nob-wood land habitats;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;;;;;;;;;;;2798;20190325
3079;46548782;Andrena apicata;;Blanokøídlí;Lauterer P.;19930101;19951231;;6174097;Pavlov u Dolních Vìstonic;7166;Pavlov u Dolních Vìstonic;-596635;-1197077;LAUTERER P. (1996) Strepsiptera In: ROZKOŠNİ, R., VAÒHARA, J. (eds.) Terrestrial Invertebrates of the Pálava Biosphere Reserve of UNESCO, III. Folia facultatis scientiarum naturalium Universitatis Masarykiannae Brunensis. Biologia. 94. 609-611.;0;;0;;;;;0;;;Natural and supplementary nob-wood land habitats, vineyards;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;;;;;;;VU;;;;3147;20190325
3080;46548781;Andrena praecox;;Blanokøídlí;Lauterer P.;19930101;19951231;;6174097;Pavlov u Dolních Vìstonic;7166;Pavlov u Dolních Vìstonic;-596635;-1197077;LAUTERER P. (1996) Strepsiptera In: ROZKOŠNİ, R., VAÒHARA, J. (eds.) Terrestrial Invertebrates of the Pálava Biosphere Reserve of UNESCO, III. Folia facultatis scientiarum naturalium Universitatis Masarykiannae Brunensis. Biologia. 94. 609-611.;0;;0;;;;;0;;;Natural and supplementary nob-wood land habitats, vineyards;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;;;;;;;;;;;3147;20190325
3081;46548780;Andrena apicata;;Blanokøídlí;Lauterer P.;19930101;19951231;;5918922;Dolní Vìstonice;7165;Dolní Vìstonice;-599111;-1194439;LAUTERER P. (1996) Strepsiptera In: ROZKOŠNİ, R., VAÒHARA, J. (eds.) Terrestrial Invertebrates of the Pálava Biosphere Reserve of UNESCO, III. Folia facultatis scientiarum naturalium Universitatis Masarykiannae Brunensis. Biologia. 94. 609-611.;0;;0;;;;;0;;;Natural and supplementary nob-wood land habitats, vineyards;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;;;;;;;VU;;;;2798;20190325
3082;46548778;Andrena praecox;;Blanokøídlí;Lauterer P.;19930101;19951231;;5918922;Dolní Vìstonice;7165;Dolní Vìstonice;-599111;-1194439;LAUTERER P. (1996) Strepsiptera In: ROZKOŠNİ, R., VAÒHARA, J. (eds.) Terrestrial Invertebrates of the Pálava Biosphere Reserve of UNESCO, III. Folia facultatis scientiarum naturalium Universitatis Masarykiannae Brunensis. Biologia. 94. 609-611.;0;;0;;;;;0;;;Natural and supplementary nob-wood land habitats, vineyards;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;;;;;;;;;;;2798;20190325
3083;46543006;Andrena ovatula;pískorypka bìlopruhá;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170619;20170623;;6878545;Dopadová plocha Tok;6249;Obecnice v Brdech;-787069.83;-1079204.33;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;vìrohodnı záznam;;Návrh validace;;;;DD;;;;1;20190318
3084;46543005;Andrena lapponica;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170619;20170623;;6878545;Dopadová plocha Tok;6249;Obecnice v Brdech;-787069.83;-1079204.33;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;5;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3085;46543004;Andrena intermedia;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170619;20170623;;6878545;Dopadová plocha Tok;6249;Obecnice v Brdech;-787069.83;-1079204.33;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3086;46543003;Andrena fulvago;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170619;20170623;;6878545;Dopadová plocha Tok;6249;Obecnice v Brdech;-787069.83;-1079204.33;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3087;46542949;Andrena viridescens;pískorypka rozrazilová;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170514;20170518;;6878545;Dopadová plocha Tok;6249;Obecnice v Brdech;-787069.83;-1079204.33;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;vìrohodnı záznam;;Návrh validace;;;;NT;;;;1;20190318
3088;46542948;Andrena strohmella;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170514;20170518;;6878545;Dopadová plocha Tok;6249;Obecnice v Brdech;-787069.83;-1079204.33;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;3;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3089;46542947;Andrena nigroaenea;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170514;20170518;;6878545;Dopadová plocha Tok;6249;Obecnice v Brdech;-787069.83;-1079204.33;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;2;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3090;46542946;Andrena lapponica;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170514;20170518;;6878545;Dopadová plocha Tok;6249;Obecnice v Brdech;-787069.83;-1079204.33;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;56;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3091;46542945;Andrena cineraria;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170514;20170518;;6878545;Dopadová plocha Tok;6249;Obecnice v Brdech;-787069.83;-1079204.33;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3092;46542833;Andrena fuscipes;pískorypka vøesová;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170815;20170819;;6878544;Dopadová plocha Jordán;6249;Malá Víska v Brdech;-788715.44;-1077079.63;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;5;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;vìrohodnı záznam;;Návrh validace;;;;NT;;;;1;20190318
3093;46542669;Andrena minutula;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170619;20170623;;6878544;Dopadová plocha Jordán;6249;Malá Víska v Brdech;-788715.44;-1077079.63;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;2;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3094;46542668;Andrena fuscipes;pískorypka vøesová;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170619;20170623;;6878544;Dopadová plocha Jordán;6249;Malá Víska v Brdech;-788715.44;-1077079.63;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;2;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;vìrohodnı záznam;;Návrh validace;;;;NT;;;;1;20190318
3095;46542633;Andrena subopaca;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170619;20170623;;6878544;Dopadová plocha Jordán;6249;Malá Víska v Brdech;-788715.44;-1077079.63;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;2;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3096;46542632;Andrena pusilla;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170619;20170623;;6878544;Dopadová plocha Jordán;6249;Malá Víska v Brdech;-788715.44;-1077079.63;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3097;46542631;Andrena ovatula;pískorypka bìlopruhá;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170619;20170623;;6878544;Dopadová plocha Jordán;6249;Malá Víska v Brdech;-788715.44;-1077079.63;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;vìrohodnı záznam;;Návrh validace;;;;DD;;;;1;20190318
3098;46542630;Andrena lapponica;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170619;20170623;;6878544;Dopadová plocha Jordán;6249;Malá Víska v Brdech;-788715.44;-1077079.63;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;7;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3099;46542629;Andrena labialis;pískorypka zrnitá;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170619;20170623;;6878544;Dopadová plocha Jordán;6249;Malá Víska v Brdech;-788715.44;-1077079.63;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;vìrohodnı záznam;;Návrh validace;;;;NT;;;;1;20190318
3100;46542537;Andrena viridescens;pískorypka rozrazilová;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170514;20170518;;6878544;Dopadová plocha Jordán;6249;Malá Víska v Brdech;-788715.44;-1077079.63;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;vìrohodnı záznam;;Návrh validace;;;;NT;;;;1;20190318
3101;46542536;Andrena subopaca;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170514;20170518;;6878544;Dopadová plocha Jordán;6249;Malá Víska v Brdech;-788715.44;-1077079.63;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;4;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3102;46542535;Andrena strohmella;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170514;20170518;;6878544;Dopadová plocha Jordán;6249;Malá Víska v Brdech;-788715.44;-1077079.63;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;3;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
3103;46542534;Andrena nigroaenea;;Blanokøídlí;Tropek Robert, Palivcová Lucie, Sedláèek Ondøej;20170514;20170518;;6878544;Dopadová plocha Jordán;6249;Malá Víska v Brdech;-788715.44;-1077079.63;PALIVCOVÁ L., TROPEK R., SEDLÁÈEK O. (2019) Vliv vojenskıch disturbancí na spoleèenstva terestrickıch èlenovcù v CHKO Brdy.;0;4;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Bárdyová Mária;0;;;;;;;;;;;1;20190318
